category,datetime,headline,id,image,related,source,summary,url,headline_sentiment,summary_sentiment
company,1706690520,PARA Stock Alert: Byron Allen Wants to Buy Paramount,125430807,,AAPL,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=058f364a50f1efc5d6a656899174081bd7398a31f0e0b98a4554d3ca91547167,0.2,0.13333333333333333
company,1706690100,"Alphabet results could bode well for Amazon and Meta, says Wedbush",125442857,https://images.mktw.net/im-23776931/social,AAPL,MarketWatch,"Google parent Alphabet’s Inc.’s fourth-quarter results could spell good news for Amazon.com Inc. and Meta Platforms Inc. who are on deck this week, according...",https://finnhub.io/api/news?id=d5b512005406eddf0fd1c4e551952c4d02a0cf0be73a5bcf5d264f3ab653325b,0.0,0.7
company,1706690100,Epic Games Accuses Apple Of Non-Compliance Of Court Order On Alternative Payment Options,125439618,,AAPL,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7ec50319259d93cf89fb8c22d77e3324cd8c122adc382264b26020797451bccd,0.1,0.13333333333333333
company,1706688180,"Pixelworks price target raised by $1 at Craig-Hallum, here's why",125439619,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=947a957103e475b9053628d9aed984415004b0d9d0775bf55ad13c6b68ead7f9,0.0,0.13333333333333333
company,1706687760,"Skyworks price target raised by $20 at Craig-Hallum, here's why",125439620,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=47c4c5df11784c819ce5a7c4b29f92100eeca4bbd65ce9408cd0fc2cb612955d,0.0,0.13333333333333333
company,1706685840,"AI Dream Turns Nightmarish: $190B Wiped Out After After Microsoft, Alphabet, AMD Earnings",125432216,,AAPL,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=c45f0d3e297dfab1d72088a9090cda747e11fab0b6498e289db8917f2f3d2d5e,0.0,0.13333333333333333
company,1706684820,‘The cautionary signals are off the charts.’ Ominous warnings point to a market correction – particularly in tech,125430840,,AAPL,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=eddfdeafd2c5c73a7319d3b96d9bd440503c91afcc4b35e7a66a30432b6d0a2f,0.16666666666666666,0.13333333333333333
company,1706684520,PayPal Cuts 9% of Staff in Efficiency Drive,125439624,,AAPL,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=fa2c04e03248e1a60a6076f7912f835668d64fa4ea99584d905df8ee33221378,0.0,0.13333333333333333
company,1706681160,What could the 2024 election mean for Google stock?,125431760,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=0229bd5fb73afb0e8b9a07c4e2aa6a6b618182a9f1d4313584b12689defa4ae8,-0.3125,0.13333333333333333
company,1706677620,Apple beats Samsung to take No.1 spot in global smartphone market in 2023- report,125439627,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=d4e9201c99ff0453858a8f6186f3ee894d1fb100fc2a65ef3e9faa11cc480664,0.0,0.13333333333333333
company,1706677560,J.P. Morgan Sticks to Its Buy Rating for Apple (AAPL),125439629,,AAPL,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=721368dcfdeb189ed40ed27c37f3ffa1bbc7c7e09a9ca57fcc707c69dd36bdaf,0.0,0.13333333333333333
company,1706676840,"Apple Card has over 12M users in the US, users earned $1B in Daily Cash in 2023",125439631,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=f82a8f9912120d4666c381f5850d13682adba0847b5b71fb9a36f8479ede3e7b,0.0,0.13333333333333333
